iucn_sid,spatial_source,sciname,name_verified,class,am_match,spp_group
899,iucn,Alopex lagopus,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
1793,iucn,Aonyx capensis,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
2055,iucn,Arctocephalus australis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2057,iucn,Arctocephalus australis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2058,iucn,Arctocephalus gazella,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2059,iucn,Arctocephalus philippii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2060,iucn,Arctocephalus pusillus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2061,iucn,Arctocephalus townsendi,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2062,iucn,Arctocephalus tropicalis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2467,iucn,Balaena mysticetus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2474,iucn,Balaenoptera acutorostrata,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2475,iucn,Balaenoptera borealis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2476,iucn,Balaenoptera brydei,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2477,iucn,Balaenoptera musculus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2478,iucn,Balaenoptera physalus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2480,iucn,Balaenoptera bonaerensis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2762,iucn,Berardius arnuxii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
2763,iucn,Berardius bairdii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
3590,iucn,Callorhinus ursinus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
3778,iucn,Caperea marginata,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
4159,iucn,Cephalorhynchus commersonii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
4160,iucn,Cephalorhynchus eutropia,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
4161,iucn,Cephalorhynchus heavisidii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
4162,iucn,Cephalorhynchus hectori,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
6204,iucn,Cystophora cristata,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
6335,iucn,Delphinapterus leucas,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
6336,iucn,Delphinus delphis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
6337,iucn,Delphinus capensis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
6909,iucn,Dugong dugon,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
7750,iucn,Enhydra lutris,TRUE,MAMMALIA,TRUE,TERRESTRIAL_MAMMALS
8010,iucn,Erignathus barbatus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
8097,iucn,Eschrichtius robustus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
8153,iucn,Eubalaena australis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
8239,iucn,Eumetopias jubatus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
8551,iucn,Feresa attenuata,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
9249,iucn,Globicephala macrorhynchus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
9250,iucn,Globicephala melas,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
9461,iucn,Grampus griseus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
9660,iucn,Halichoerus grypus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
10103,iucn,Hippopotamus amphibius,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
10310,iucn,Hydromys chrysogaster,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
10340,iucn,Hydrurga leptonyx,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
10708,iucn,Hyperoodon planifrons,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11048,iucn,Kogia sima,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11140,iucn,Lagenodelphis hosei,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11141,iucn,Lagenorhynchus acutus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11142,iucn,Lagenorhynchus albirostris,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11143,iucn,Lagenorhynchus australis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11144,iucn,Lagenorhynchus cruciger,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11145,iucn,Lagenorhynchus obliquidens,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11146,iucn,Lagenorhynchus obscurus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
11696,iucn,Leptonychotes weddellii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
12125,iucn,Lissodelphis borealis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
12246,iucn,Lobodon carcinophaga,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
12302,iucn,Lontra canadensis,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
12303,iucn,Lontra felina,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
12305,iucn,Lontra provocax,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
12419,iucn,Lutra lutra,TRUE,MAMMALIA,TRUE,TERRESTRIAL_MAMMALS
12421,iucn,Lutra sumatrana,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
12427,iucn,Lutrogale perspicillata,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
13006,iucn,Megaptera novaeangliae,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13241,iucn,Mesoplodon bidens,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13243,iucn,Mesoplodon carlhubbsi,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13245,iucn,Mesoplodon europaeus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13246,iucn,Mesoplodon ginkgodens,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13247,iucn,Mesoplodon grayi,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13248,iucn,Mesoplodon hectori,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13249,iucn,Mesoplodon layardii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13250,iucn,Mesoplodon mirus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13251,iucn,Mesoplodon peruvianus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13252,iucn,Mesoplodon stejnegeri,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13581,iucn,Mirounga angustirostris,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13583,iucn,Mirounga leonina,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13653,iucn,Monachus monachus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13654,iucn,Monachus schauinslandi,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
13704,iucn,Monodon monoceros,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
14549,iucn,Neophoca cinerea,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
15106,iucn,Odobenus rosmarus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
15269,iucn,Ommatophoca rossii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
15419,iucn,Orcaella brevirostris,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
16564,iucn,Peponocephala electra,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
17013,iucn,Phoca vitulina,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
17026,iucn,Phocarctos hookeri,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
17027,iucn,Phocoena phocoena,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
17028,iucn,Phocoena sinus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
17029,iucn,Phocoena spinipinnis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
17032,iucn,Phocoenoides dalli,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
17978,iucn,Pontoporia blainvillei,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
18596,iucn,Pseudorca crassidens,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
20424,iucn,Sousa chinensis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
20729,iucn,Stenella attenuata,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
20730,iucn,Stenella clymene,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
20731,iucn,Stenella coeruleoalba,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
20732,iucn,Stenella frontalis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
20733,iucn,Stenella longirostris,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
20738,iucn,Steno bredanensis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
21500,iucn,Tasmacetus shepherdi,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
22102,iucn,Trichechus inunguis,TRUE,MAMMALIA,FALSE,MARINE_MAMMALS
22103,iucn,Trichechus manatus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
22104,iucn,Trichechus senegalensis,TRUE,MAMMALIA,FALSE,MARINE_MAMMALS
22563,iucn,Tursiops truncatus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
22823,iucn,Thalarctos maritimus,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
23211,iucn,Ziphius cavirostris,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
40635,iucn,Indopacetus pacificus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41664,iucn,Arctocephalus australis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41665,iucn,Otaria flavescens,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41666,iucn,Zalophus californianus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41668,iucn,Zalophus californianus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41670,iucn,Histriophoca fasciata,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41671,iucn,Pagophilus groenlandicus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41672,iucn,Pusa hispida,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41711,iucn,Eubalaena glacialis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41712,iucn,Eubalaena glacialis,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41714,iucn,Tursiops aduncus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41715,iucn,Phocoena dioptrica,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41754,iucn,Neophocaena phocaenoides,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41755,iucn,Physeter macrocephalus,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41759,iucn,Mesoplodon perrini,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
41760,iucn,Mesoplodon traversii,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
44166,iucn,Amblonyx cinereus,TRUE,MAMMALIA,FALSE,TERRESTRIAL_MAMMALS
136315,iucn,Orcaella heinsohni,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
136623,iucn,Balaenoptera omurai,TRUE,MAMMALIA,FALSE,MARINE_MAMMALS
181359,iucn,Sotalia guianensis,TRUE,MAMMALIA,FALSE,MARINE_MAMMALS
198920,iucn,Neophocaena phocaenoides,TRUE,MAMMALIA,TRUE,MARINE_MAMMALS
